Amount (INR),Payment Mode,To/Received By,Sender A/C,Receiver A/C,Sender Location,Receiver Location,Transaction Date,Transaction Time,isFraud
1837.43,Card,SBI,ACC123456,ACC549901,"Hyderabad, Telangana, 500001","Bengaluru, Karnataka, 560001",4/20/2023,9:20,0
2165.29,Wallet,Jio,ACC123456,ACC422016,"Pune, Maharashtra, 411001","Delhi, Delhi, 110001",3/20/2024,3:50,0
640.53,Wallet,Swiggy,ACC123456,ACC855122,"Jaipur, Rajasthan, 302001","Lucknow, Uttar Pradesh, 226001",3/15/2024,0:20,0
956.9,Card,Airtel,ACC123456,ACC260796,"Pune, Maharashtra, 411001","Ahmedabad, Gujarat, 380001",4/25/2024,2:08,0
3761.71,Cash Deposit,Flipkart,ACC123456,ACC675079,"Hyderabad, Telangana, 500001","Pune, Maharashtra, 411001",9/3/2023,2:11,0
483.68,UPI,Rent Transfer,ACC123456,ACC322351,"Kolkata, West Bengal, 700001","Jaipur, Rajasthan, 302001",12/4/2024,12:39,1
3557.4,Card,PhonePe,ACC123456,ACC430047,"Bengaluru, Karnataka, 560001","
",10/7/2023,2:35,0
1704.07,IMPS,IRCTC,ACC123456,ACC617370,"Delhi, Delhi, 110001","Jaipur, Rajasthan, 302001",1/22/2024,14:35,0
2922.55,Unknown,Airtel,ACC123456,ACC987360,"Lucknow, Uttar Pradesh, 226001","Ahmedabad, Gujarat, 380001",12/7/2024,8:31,0
2550.78,NEFT,School Fees,ACC123456,ACC195636,"Mumbai, Maharashtra, 400001","Pune, Maharashtra, 411001",9/10/2023,3:28,0
515.15,Cash Deposit,Ola,ACC123456,ACC846194,"Delhi, Delhi, 110001","Ahmedabad, Gujarat, 380001",4/25/2023,9:45,0
1732.43,UPI,HDFC Bank,ACC123456,ACC587384,"Hyderabad, Telangana, 500001","Chennai, Tamil Nadu, 600001",5/9/2023,12:30,0
4095.72,Cash Deposit,Airtel,ACC123456,ACC106798,"Hyderabad, Telangana, 500001","Jaipur, Rajasthan, 302001",2/28/2023,18:18,0
1181.68,Card,SBI,ACC123456,ACC520334,"Mumbai, Maharashtra, 400001","Ahmedabad, Gujarat, 380001",7/21/2023,13:43,1
6847.85,Card,Rent Transfer,ACC123456,ACC807725,"Mumbai, Maharashtra, 400001","Hyderabad, Telangana, 500001",6/3/2024,16:11,0
1253.75,Card,Amazon India,ACC123456,ACC543551,"Lucknow, Uttar Pradesh, 226001","Bengaluru, Karnataka, 560001",4/22/2025,9:12,0
358.13,IMPS,SBI,ACC123456,ACC606472,"Hyderabad, Telangana, 500001","Chennai, Tamil Nadu, 600001",3/4/2025,14:26,0
1036.74,Cash Deposit,Rent Transfer,ACC123456,ACC383487,"Hyderabad, Telangana, 500001","Hyderabad, Telangana, 500001",5/26/2023,10:45,0
6110.75,Cash Deposit,Electricity Board,ACC123456,ACC850197,"Jaipur, Rajasthan, 302001","Bengaluru, Karnataka, 560001",3/7/2024,12:11,0
820.5,NEFT,Local Kirana,ACC123456,ACC419183,"Delhi, Delhi, 110001","Ahmedabad, Gujarat, 380001",1/15/2024,6:40,0
4101.389999999999,UPI,Jio,ACC123456,ACC467129,"Hyderabad, Telangana, 500001","Mumbai, Maharashtra, 400001",1/14/2024,1:27,0
4311.48,IMPS,PhonePe,ACC123456,ACC654653,"Bengaluru, Karnataka, 560001","Kolkata, West Bengal, 700001",9/27/2023,17:26,0
912.14,UPI,LIC Insurance,ACC123456,ACC562111,"Bengaluru, Karnataka, 560001","Delhi, Delhi, 110001",12/8/2023,10:44,0
223.86,NEFT,Airtel,ACC123456,ACC293698,"Hyderabad, Telangana, 500001","Mumbai, Maharashtra, 400001",8/13/2023,2:19,0
2628.76,Unknown,School Fees,ACC123456,ACC193979,"Delhi, Delhi, 110001","Pune, Maharashtra, 411001",9/16/2023,9:46,0
796.52,UPI,LIC Insurance,ACC123456,ACC248516,"Jaipur, Rajasthan, 302001","Hyderabad, Telangana, 500001",11/15/2023,4:35,0
3105.01,Cash Deposit,Flipkart,ACC123456,ACC210673,"Chennai, Tamil Nadu, 600001","
",3/7/2025,11:10,0
1219.14,Unknown,Flipkart,ACC123456,ACC605173,"Kolkata, West Bengal, 700001","Bengaluru, Karnataka, 560001",1/13/2024,8:58,0
1378.21,Wallet,Electricity Board,ACC123456,ACC675566,"Ahmedabad, Gujarat, 380001","Kolkata, West Bengal, 700001",4/11/2025,19:31,0
3059.34,Unknown,Ola,ACC123456,ACC263841,"Mumbai, Maharashtra, 400001","Lucknow, Uttar Pradesh, 226001",9/28/2024,9:01,0
1013.71,UPI,Electricity Board,ACC123456,ACC973497,"Jaipur, Rajasthan, 302001","Lucknow, Uttar Pradesh, 226001",1/7/2024,23:02,0
1220.84,Unknown,Local Kirana,ACC123456,ACC458122,"Lucknow, Uttar Pradesh, 226001","Hyderabad, Telangana, 500001",7/31/2024,4:08,0
993.82,Card,Jio,ACC123456,ACC701452,"Pune, Maharashtra, 411001","Kolkata, West Bengal, 700001",1/30/2023,0:11,1
965.65,Cash Deposit,LIC Insurance,ACC123456,ACC355257,"Delhi, Delhi, 110001","Mumbai, Maharashtra, 400001",3/27/2024,8:57,0
1542.87,UPI,Airtel,ACC123456,ACC974592,"Hyderabad, Telangana, 500001","
",12/26/2024,11:23,0
3358.86,Card,Flipkart,ACC123456,ACC471295,"Hyderabad, Telangana, 500001","
",9/16/2023,19:58,0
948.11,Wallet,Swiggy,ACC123456,ACC321488,"Lucknow, Uttar Pradesh, 226001","Mumbai, Maharashtra, 400001",10/18/2023,4:52,0
1535.75,Card,IRCTC,ACC123456,ACC766851,"Lucknow, Uttar Pradesh, 226001","Delhi, Delhi, 110001",11/11/2023,23:55,0
2271.74,NEFT,Zomato,ACC123456,ACC820997,"Chennai, Tamil Nadu, 600001","Delhi, Delhi, 110001",7/24/2023,1:35,0
677.89,NEFT,IRCTC,ACC123456,ACC880778,"Jaipur, Rajasthan, 302001","
",2/20/2024,21:49,1
700.14,Unknown,HDFC Bank,ACC123456,ACC403718,"Mumbai, Maharashtra, 400001","Jaipur, Rajasthan, 302001",2/1/2025,18:15,0
5468.5,Cash Deposit,School Fees,ACC123456,ACC412098,"Ahmedabad, Gujarat, 380001","Jaipur, Rajasthan, 302001",7/19/2023,6:18,0
2621.34,Unknown,Electricity Board,ACC123456,ACC508300,"Ahmedabad, Gujarat, 380001","Lucknow, Uttar Pradesh, 226001",7/14/2024,23:52,0
1771.65,NEFT,Paytm Wallet,ACC123456,ACC433501,"Jaipur, Rajasthan, 302001","Jaipur, Rajasthan, 302001",1/18/2023,13:42,1
2136.66,Card,Electricity Board,ACC123456,ACC644645,"Jaipur, Rajasthan, 302001","Chennai, Tamil Nadu, 600001",10/12/2024,21:33,0
109.47,NEFT,Ola,ACC123456,ACC287765,"Pune, Maharashtra, 411001","Delhi, Delhi, 110001",7/24/2024,7:56,1
1975.21,IMPS,Flipkart,ACC123456,ACC829290,"Bengaluru, Karnataka, 560001","Jaipur, Rajasthan, 302001",3/23/2025,11:28,0
1474.7,Cash Deposit,Electricity Board,ACC123456,ACC372313,"Chennai, Tamil Nadu, 600001","Mumbai, Maharashtra, 400001",11/6/2024,2:57,0
1628.21,Unknown,IRCTC,ACC123456,ACC598116,"Ahmedabad, Gujarat, 380001","Hyderabad, Telangana, 500001",6/19/2024,12:15,1
940.77,IMPS,Medical Store,ACC123456,ACC460861,"Kolkata, West Bengal, 700001","Jaipur, Rajasthan, 302001",6/10/2023,7:32,0
219.97,IMPS,Amazon India,ACC123456,ACC107679,"Delhi, Delhi, 110001","Chennai, Tamil Nadu, 600001",10/10/2024,11:39,0
479.7,Cash Deposit,Ola,ACC123456,ACC671585,"Kolkata, West Bengal, 700001","Jaipur, Rajasthan, 302001",7/15/2023,19:43,1
6071.48,Wallet,Amazon India,ACC123456,ACC850055,"Pune, Maharashtra, 411001","Kolkata, West Bengal, 700001",12/15/2023,7:36,0
1100.86,UPI,Local Kirana,ACC123456,ACC980970,"Ahmedabad, Gujarat, 380001","Bengaluru, Karnataka, 560001",8/14/2023,6:58,0
1307.28,Wallet,Medical Store,ACC123456,ACC729349,"Pune, Maharashtra, 411001","Mumbai, Maharashtra, 400001",7/7/2024,21:03,0
158.3,Unknown,Swiggy,ACC123456,ACC116219,"Lucknow, Uttar Pradesh, 226001","Kolkata, West Bengal, 700001",8/11/2024,22:10,0
126.58,IMPS,SBI,ACC123456,ACC858353,"Mumbai, Maharashtra, 400001","Hyderabad, Telangana, 500001",1/28/2023,2:00,0
2575.9,NEFT,SBI,ACC123456,ACC407293,"Chennai, Tamil Nadu, 600001","Delhi, Delhi, 110001",5/19/2025,9:31,0
1594.79,NEFT,Airtel,ACC123456,ACC836969,"Mumbai, Maharashtra, 400001","Lucknow, Uttar Pradesh, 226001",3/28/2025,23:52,0
1471.43,UPI,Airtel,ACC123456,ACC735101,"Bengaluru, Karnataka, 560001","Hyderabad, Telangana, 500001",4/16/2023,23:41,0
607.11,Cash Deposit,PhonePe,ACC123456,ACC328886,"Mumbai, Maharashtra, 400001","Mumbai, Maharashtra, 400001",2/5/2025,20:38,0
2781.03,IMPS,Electricity Board,ACC123456,ACC625816,"Pune, Maharashtra, 411001","Hyderabad, Telangana, 500001",1/7/2023,22:17,0
418.41,NEFT,Electricity Board,ACC123456,ACC310031,"Lucknow, Uttar Pradesh, 226001","Lucknow, Uttar Pradesh, 226001",2/26/2023,4:58,1
471.28,IMPS,Airtel,ACC123456,ACC443148,"Mumbai, Maharashtra, 400001","Chennai, Tamil Nadu, 600001",12/1/2023,11:56,0
1285.01,Card,Reliance Fresh,ACC123456,ACC812057,"Kolkata, West Bengal, 700001","Jaipur, Rajasthan, 302001",2/27/2023,15:48,0
724.53,UPI,IRCTC,ACC123456,ACC836812,"Kolkata, West Bengal, 700001","Hyderabad, Telangana, 500001",6/12/2023,11:06,0
618.61,Wallet,Reliance Fresh,ACC123456,ACC761489,"Bengaluru, Karnataka, 560001","Chennai, Tamil Nadu, 600001",10/20/2023,13:10,0
2122.61,Card,IRCTC,ACC123456,ACC761011,"Hyderabad, Telangana, 500001","Pune, Maharashtra, 411001",7/29/2024,5:40,1
2155.2,Cash Deposit,Medical Store,ACC123456,ACC491283,"Bengaluru, Karnataka, 560001","Lucknow, Uttar Pradesh, 226001",8/16/2024,5:38,0
3530.43,Cash Deposit,PhonePe,ACC123456,ACC406731,"Hyderabad, Telangana, 500001","Mumbai, Maharashtra, 400001",6/14/2025,9:04,0
1131.57,Wallet,SBI,ACC123456,ACC991621,"Ahmedabad, Gujarat, 380001","Ahmedabad, Gujarat, 380001",5/16/2025,6:48,0
201.79,IMPS,Big Bazaar,ACC123456,ACC564564,"Chennai, Tamil Nadu, 600001","Delhi, Delhi, 110001",12/29/2023,17:27,0
689.49,Wallet,Reliance Fresh,ACC123456,ACC955189,"Mumbai, Maharashtra, 400001","Jaipur, Rajasthan, 302001",11/28/2023,21:31,0
7874.59,NEFT,Jio,ACC123456,ACC720021,"Jaipur, Rajasthan, 302001","Pune, Maharashtra, 411001",5/1/2025,1:25,0
1863.96,Unknown,Zomato,ACC123456,ACC527473,"Mumbai, Maharashtra, 400001","Lucknow, Uttar Pradesh, 226001",4/12/2023,11:37,0
2523.94,Cash Deposit,PhonePe,ACC123456,ACC168136,"Mumbai, Maharashtra, 400001","Ahmedabad, Gujarat, 380001",5/30/2024,14:00,0
64.77,Card,Reliance Fresh,ACC123456,ACC402752,"Hyderabad, Telangana, 500001","Chennai, Tamil Nadu, 600001",9/24/2024,11:02,0
1510.48,IMPS,LIC Insurance,ACC123456,ACC612202,"Jaipur, Rajasthan, 302001","Ahmedabad, Gujarat, 380001",5/9/2025,0:44,0
126.5,Wallet,Electricity Board,ACC123456,ACC706834,"Mumbai, Maharashtra, 400001","
",1/3/2025,9:06,0
1734.36,UPI,Airtel,ACC123456,ACC729229,"Bengaluru, Karnataka, 560001","
",10/16/2024,19:10,0
5120.82,Card,School Fees,ACC123456,ACC952656,"Pune, Maharashtra, 411001","Delhi, Delhi, 110001",1/13/2023,5:37,0
6960.41,Unknown,Swiggy,ACC123456,ACC653576,"Jaipur, Rajasthan, 302001","Hyderabad, Telangana, 500001",5/19/2024,12:15,0
1605.46,Unknown,School Fees,ACC123456,ACC970808,"Ahmedabad, Gujarat, 380001","Mumbai, Maharashtra, 400001",8/27/2024,15:40,0
1275.73,Unknown,School Fees,ACC123456,ACC597877,"Hyderabad, Telangana, 500001","Pune, Maharashtra, 411001",10/10/2023,11:48,1
5851.47,IMPS,Electricity Board,ACC123456,ACC365224,"Pune, Maharashtra, 411001","Pune, Maharashtra, 411001",5/27/2024,21:18,0
2289.32,Unknown,PhonePe,ACC123456,ACC796723,"Hyderabad, Telangana, 500001","Pune, Maharashtra, 411001",8/17/2023,11:59,0
184.2,Unknown,PhonePe,ACC123456,ACC594305,"Bengaluru, Karnataka, 560001","Delhi, Delhi, 110001",1/2/2025,15:41,0
1303.69,NEFT,Amazon India,ACC123456,ACC785784,"Kolkata, West Bengal, 700001","Lucknow, Uttar Pradesh, 226001",7/15/2024,2:31,0
599.52,UPI,Zomato,ACC123456,ACC437026,"Delhi, Delhi, 110001","Lucknow, Uttar Pradesh, 226001",3/23/2023,9:57,0
1319.02,Card,IRCTC,ACC123456,ACC452484,"Kolkata, West Bengal, 700001","Kolkata, West Bengal, 700001",7/9/2024,19:45,0
1265.65,UPI,LIC Insurance,ACC123456,ACC649398,"Kolkata, West Bengal, 700001","Mumbai, Maharashtra, 400001",11/19/2024,10:38,1
1795.24,Unknown,School Fees,ACC123456,ACC809109,"Chennai, Tamil Nadu, 600001","
",1/29/2023,22:23,0
932.51,Cash Deposit,Rent Transfer,ACC123456,ACC922587,"Chennai, Tamil Nadu, 600001","Pune, Maharashtra, 411001",9/6/2024,23:17,0
408.9,NEFT,Swiggy,ACC123456,ACC742256,"Lucknow, Uttar Pradesh, 226001","Mumbai, Maharashtra, 400001",4/13/2025,2:56,1
1451.23,IMPS,Reliance Fresh,ACC123456,ACC579738,"Hyderabad, Telangana, 500001","
",5/3/2025,14:35,0
3596.3,Cash Deposit,Jio,ACC123456,ACC973689,"Mumbai, Maharashtra, 400001","Mumbai, Maharashtra, 400001",5/3/2023,10:56,0
2231.36,NEFT,Zomato,ACC123456,ACC493439,"Mumbai, Maharashtra, 400001","Chennai, Tamil Nadu, 600001",2/16/2025,14:00,1
876.09,UPI,Airtel,ACC123456,ACC159469,"Kolkata, West Bengal, 700001","Jaipur, Rajasthan, 302001",2/16/2024,2:58,0
5532.89,IMPS,HDFC Bank,ACC123456,ACC366053,"Mumbai, Maharashtra, 400001","Lucknow, Uttar Pradesh, 226001",6/25/2023,17:16,0
4915.56,IMPS,IRCTC,ACC123456,ACC384633,"Hyderabad, Telangana, 500001","Pune, Maharashtra, 411001",3/6/2025,11:37,0
519.8,IMPS,Big Bazaar,ACC123456,ACC135118,"Kolkata, West Bengal, 700001","Ahmedabad, Gujarat, 380001",8/20/2024,19:54,0
130.43,Card,Reliance Fresh,ACC123456,ACC540643,"Mumbai, Maharashtra, 400001","Ahmedabad, Gujarat, 380001",7/30/2024,21:42,1
2754.24,IMPS,Ola,ACC123456,ACC441465,"Kolkata, West Bengal, 700001","Delhi, Delhi, 110001",10/22/2024,5:31,0
3565.99,NEFT,Ola,ACC123456,ACC725308,"Pune, Maharashtra, 411001","Pune, Maharashtra, 411001",4/13/2025,2:42,0
6925.59,IMPS,HDFC Bank,ACC123456,ACC309438,"Jaipur, Rajasthan, 302001","Kolkata, West Bengal, 700001",4/23/2023,10:49,1
4461.58,Unknown,HDFC Bank,ACC123456,ACC569610,"Pune, Maharashtra, 411001","Delhi, Delhi, 110001",12/21/2023,20:42,0
1885.26,Card,Flipkart,ACC123456,ACC842441,"Lucknow, Uttar Pradesh, 226001","Mumbai, Maharashtra, 400001",8/29/2024,22:05,0
1560.27,IMPS,Flipkart,ACC123456,ACC504979,"Kolkata, West Bengal, 700001","Lucknow, Uttar Pradesh, 226001",7/28/2024,16:05,0
106.47,Unknown,Local Kirana,ACC123456,ACC683504,"Pune, Maharashtra, 411001","Bengaluru, Karnataka, 560001",3/26/2025,15:39,0
616.47,Unknown,Big Bazaar,ACC123456,ACC753765,"Delhi, Delhi, 110001","Mumbai, Maharashtra, 400001",8/29/2023,5:17,0
1280.95,Wallet,Ola,ACC123456,ACC571431,"Delhi, Delhi, 110001","Hyderabad, Telangana, 500001",5/16/2024,16:31,1
2030.43,Wallet,Electricity Board,ACC123456,ACC803327,"Lucknow, Uttar Pradesh, 226001","Chennai, Tamil Nadu, 600001",2/16/2025,19:41,0
1679.51,IMPS,Local Kirana,ACC123456,ACC370795,"Bengaluru, Karnataka, 560001","Hyderabad, Telangana, 500001",1/24/2025,1:53,1
2764.53,Card,Big Bazaar,ACC123456,ACC141264,"Chennai, Tamil Nadu, 600001","Delhi, Delhi, 110001",10/28/2023,21:52,0
706.36,UPI,Jio,ACC123456,ACC894395,"Ahmedabad, Gujarat, 380001","Delhi, Delhi, 110001",3/5/2025,17:06,0
1714.6,Cash Deposit,Zomato,ACC123456,ACC675711,"Delhi, Delhi, 110001","
",3/31/2025,9:09,0
234.54,Cash Deposit,PhonePe,ACC123456,ACC292493,"Bengaluru, Karnataka, 560001","Delhi, Delhi, 110001",10/29/2023,5:08,0
1117.73,NEFT,Flipkart,ACC123456,ACC733283,"Delhi, Delhi, 110001","Delhi, Delhi, 110001",3/30/2025,20:53,0
2823.88,Card,School Fees,ACC123456,ACC605086,"Ahmedabad, Gujarat, 380001","Jaipur, Rajasthan, 302001",10/10/2023,6:16,0
2414.43,NEFT,Jio,ACC123456,ACC678818,"Bengaluru, Karnataka, 560001","Pune, Maharashtra, 411001",12/25/2024,20:05,1
9393.2,Card,Electricity Board,ACC123456,ACC575910,"Delhi, Delhi, 110001","Bengaluru, Karnataka, 560001",2/23/2024,16:10,0
701.16,NEFT,Local Kirana,ACC123456,ACC572870,"Bengaluru, Karnataka, 560001","Kolkata, West Bengal, 700001",12/6/2024,15:39,0
1429.06,Cash Deposit,Swiggy,ACC123456,ACC852358,"Delhi, Delhi, 110001","Lucknow, Uttar Pradesh, 226001",1/30/2024,14:00,0
849.55,Wallet,Big Bazaar,ACC123456,ACC933158,"Bengaluru, Karnataka, 560001","Lucknow, Uttar Pradesh, 226001",4/23/2025,4:17,0
1211.79,UPI,Medical Store,ACC123456,ACC429585,"Mumbai, Maharashtra, 400001","Jaipur, Rajasthan, 302001",4/16/2025,6:24,1
3939.12,IMPS,Amazon India,ACC123456,ACC130304,"Pune, Maharashtra, 411001","Pune, Maharashtra, 411001",2/14/2023,20:54,1
2355.35,Card,HDFC Bank,ACC123456,ACC950750,"Jaipur, Rajasthan, 302001","Delhi, Delhi, 110001",12/6/2024,18:20,1
4331.63,Card,Zomato,ACC123456,ACC195685,"Lucknow, Uttar Pradesh, 226001","Mumbai, Maharashtra, 400001",6/4/2024,18:59,1
505.08,Cash Deposit,HDFC Bank,ACC123456,ACC428157,"Hyderabad, Telangana, 500001","Chennai, Tamil Nadu, 600001",5/25/2023,11:18,0
4182.83,Card,LIC Insurance,ACC123456,ACC366490,"Chennai, Tamil Nadu, 600001","Mumbai, Maharashtra, 400001",5/9/2023,21:06,0
173.25,Cash Deposit,Reliance Fresh,ACC123456,ACC321238,"Chennai, Tamil Nadu, 600001","Kolkata, West Bengal, 700001",1/2/2023,8:52,0
4439.24,NEFT,Swiggy,ACC123456,ACC869966,"Chennai, Tamil Nadu, 600001","Ahmedabad, Gujarat, 380001",12/11/2024,11:31,0
848.19,NEFT,Swiggy,ACC123456,ACC858996,"Mumbai, Maharashtra, 400001","Hyderabad, Telangana, 500001",12/21/2024,16:48,0
805.47,Unknown,Medical Store,ACC123456,ACC662179,"Mumbai, Maharashtra, 400001","
",7/27/2024,19:14,0
1485.24,Cash Deposit,Electricity Board,ACC123456,ACC675711,"Lucknow, Uttar Pradesh, 226001","Mumbai, Maharashtra, 400001",6/8/2023,2:15,0
5699.96,NEFT,Electricity Board,ACC123456,ACC542915,"Hyderabad, Telangana, 500001","Kolkata, West Bengal, 700001",5/26/2024,10:16,0
147.92000000000002,IMPS,IRCTC,ACC123456,ACC665610,"Ahmedabad, Gujarat, 380001","Hyderabad, Telangana, 500001",2/5/2025,14:47,0
918.44,Cash Deposit,HDFC Bank,ACC123456,ACC883925,"Chennai, Tamil Nadu, 600001","Lucknow, Uttar Pradesh, 226001",6/18/2023,10:48,1
3933.84,NEFT,IRCTC,ACC123456,ACC994469,"Delhi, Delhi, 110001","Hyderabad, Telangana, 500001",10/22/2023,15:08,0
1058.54,UPI,Airtel,ACC123456,ACC823845,"Ahmedabad, Gujarat, 380001","Mumbai, Maharashtra, 400001",3/12/2023,19:30,0
494.18,UPI,Flipkart,ACC123456,ACC377574,"Kolkata, West Bengal, 700001","Ahmedabad, Gujarat, 380001",8/30/2023,5:15,0
1156.05,IMPS,Paytm Wallet,ACC123456,ACC446073,"Pune, Maharashtra, 411001","Bengaluru, Karnataka, 560001",1/17/2024,5:06,0
1024.06,IMPS,Jio,ACC123456,ACC524022,"Ahmedabad, Gujarat, 380001","Pune, Maharashtra, 411001",12/31/2023,21:59,0
4990.03,UPI,Big Bazaar,ACC123456,ACC517004,"Bengaluru, Karnataka, 560001","Lucknow, Uttar Pradesh, 226001",6/24/2024,19:17,0
2920.42,UPI,SBI,ACC123456,ACC120870,"Kolkata, West Bengal, 700001","Delhi, Delhi, 110001",6/19/2024,11:48,0
1456.86,Unknown,Zomato,ACC123456,ACC438205,"Delhi, Delhi, 110001","Lucknow, Uttar Pradesh, 226001",3/29/2025,19:39,0
8958.43,IMPS,School Fees,ACC123456,ACC815521,"Lucknow, Uttar Pradesh, 226001","Bengaluru, Karnataka, 560001",10/20/2023,4:49,0
1302.01,Wallet,HDFC Bank,ACC123456,ACC592653,"Hyderabad, Telangana, 500001","Jaipur, Rajasthan, 302001",11/23/2023,10:12,0
170.01,Card,IRCTC,ACC123456,ACC232320,"Ahmedabad, Gujarat, 380001","Lucknow, Uttar Pradesh, 226001",2/26/2025,19:28,0
658.37,NEFT,HDFC Bank,ACC123456,ACC390284,"Hyderabad, Telangana, 500001","Jaipur, Rajasthan, 302001",8/9/2023,5:18,1
1195.65,UPI,IRCTC,ACC123456,ACC800378,"Kolkata, West Bengal, 700001","Kolkata, West Bengal, 700001",10/22/2024,2:43,1
391.35,UPI,Airtel,ACC123456,ACC955604,"Jaipur, Rajasthan, 302001","Bengaluru, Karnataka, 560001",8/15/2023,4:18,0
5946.37,NEFT,Rent Transfer,ACC123456,ACC366175,"Bengaluru, Karnataka, 560001","Mumbai, Maharashtra, 400001",9/18/2023,15:32,0
2962.14,IMPS,Ola,ACC123456,ACC832658,"Bengaluru, Karnataka, 560001","Lucknow, Uttar Pradesh, 226001",6/21/2023,11:31,0
674.73,IMPS,Zomato,ACC123456,ACC179121,"Delhi, Delhi, 110001","
",5/31/2023,9:54,0
1837.12,IMPS,Big Bazaar,ACC123456,ACC189041,"Bengaluru, Karnataka, 560001","Mumbai, Maharashtra, 400001",10/25/2023,20:39,1
2606.31,NEFT,Airtel,ACC123456,ACC371486,"Hyderabad, Telangana, 500001","Jaipur, Rajasthan, 302001",4/14/2025,2:22,0
5719.91,IMPS,IRCTC,ACC123456,ACC950244,"Hyderabad, Telangana, 500001","Chennai, Tamil Nadu, 600001",5/19/2024,16:36,1
4317.97,Wallet,Medical Store,ACC123456,ACC270188,"Kolkata, West Bengal, 700001","Lucknow, Uttar Pradesh, 226001",7/1/2024,1:03,0
1498.01,Cash Deposit,Ola,ACC123456,ACC867767,"Ahmedabad, Gujarat, 380001","Ahmedabad, Gujarat, 380001",3/2/2023,3:42,0
3030.22,Card,School Fees,ACC123456,ACC483237,"Mumbai, Maharashtra, 400001","Chennai, Tamil Nadu, 600001",1/12/2024,2:01,0
1701.73,NEFT,IRCTC,ACC123456,ACC344683,"Jaipur, Rajasthan, 302001","Delhi, Delhi, 110001",12/24/2023,15:55,0
1659.07,IMPS,Flipkart,ACC123456,ACC941941,"Chennai, Tamil Nadu, 600001","Chennai, Tamil Nadu, 600001",10/16/2024,2:47,0
293.75,Cash Deposit,SBI,ACC123456,ACC800378,"Jaipur, Rajasthan, 302001","Bengaluru, Karnataka, 560001",5/31/2025,1:59,0
319.66,Card,Zomato,ACC123456,ACC231617,"Bengaluru, Karnataka, 560001","Bengaluru, Karnataka, 560001",2/21/2024,6:54,1
1558.06,Card,Jio,ACC123456,ACC784070,"Bengaluru, Karnataka, 560001","Kolkata, West Bengal, 700001",11/10/2024,16:59,0
676.3,UPI,IRCTC,ACC123456,ACC428647,"Bengaluru, Karnataka, 560001","Ahmedabad, Gujarat, 380001",6/6/2023,7:28,1
92.52000000000001,NEFT,Medical Store,ACC123456,ACC517547,"Chennai, Tamil Nadu, 600001","Delhi, Delhi, 110001",1/10/2025,5:43,1
2616.31,UPI,Amazon India,ACC123456,ACC296879,"Chennai, Tamil Nadu, 600001","Ahmedabad, Gujarat, 380001",12/11/2023,22:43,0
116.05,Wallet,Electricity Board,ACC123456,ACC484171,"Hyderabad, Telangana, 500001","Lucknow, Uttar Pradesh, 226001",11/1/2023,11:22,0
1859.1,UPI,LIC Insurance,ACC123456,ACC431591,"Mumbai, Maharashtra, 400001","Bengaluru, Karnataka, 560001",12/30/2023,23:59,0
1599.56,Cash Deposit,Big Bazaar,ACC123456,ACC936321,"Bengaluru, Karnataka, 560001","Mumbai, Maharashtra, 400001",3/23/2024,13:28,0
6985.62,Unknown,Amazon India,ACC123456,ACC903724,"Ahmedabad, Gujarat, 380001","Ahmedabad, Gujarat, 380001",3/17/2023,15:19,0
1374.12,IMPS,Ola,ACC123456,ACC973497,"Mumbai, Maharashtra, 400001","Pune, Maharashtra, 411001",6/20/2023,4:18,0
181.43,Card,LIC Insurance,ACC123456,ACC621903,"Jaipur, Rajasthan, 302001","Mumbai, Maharashtra, 400001",5/31/2023,11:18,0
1654.53,IMPS,LIC Insurance,ACC123456,ACC382054,"Pune, Maharashtra, 411001","Chennai, Tamil Nadu, 600001",3/27/2023,19:53,0
3728.91,Unknown,Medical Store,ACC123456,ACC420001,"Pune, Maharashtra, 411001","Mumbai, Maharashtra, 400001",5/20/2025,16:39,0
11570.25,Card,Local Kirana,ACC123456,ACC369026,"Kolkata, West Bengal, 700001","Lucknow, Uttar Pradesh, 226001",12/23/2023,12:54,0
1175.44,IMPS,PhonePe,ACC123456,ACC122404,"Delhi, Delhi, 110001","Lucknow, Uttar Pradesh, 226001",3/1/2025,23:40,0
822.2,Unknown,Jio,ACC123456,ACC720798,"Bengaluru, Karnataka, 560001","Mumbai, Maharashtra, 400001",1/5/2023,2:22,0
4792.87,Unknown,HDFC Bank,ACC123456,ACC870923,"Ahmedabad, Gujarat, 380001","Kolkata, West Bengal, 700001",3/18/2025,1:45,1
474.51,UPI,Paytm Wallet,ACC123456,ACC912352,"Lucknow, Uttar Pradesh, 226001","Bengaluru, Karnataka, 560001",12/13/2023,16:45,0
1961.25,Cash Deposit,Rent Transfer,ACC123456,ACC606204,"Chennai, Tamil Nadu, 600001","Pune, Maharashtra, 411001",9/27/2023,20:35,0
1090.79,UPI,PhonePe,ACC123456,ACC209814,"Hyderabad, Telangana, 500001","Chennai, Tamil Nadu, 600001",9/24/2023,4:22,0
133.9,Card,Zomato,ACC123456,ACC892870,"Chennai, Tamil Nadu, 600001","Bengaluru, Karnataka, 560001",1/29/2024,16:10,0
903.24,Cash Deposit,Medical Store,ACC123456,ACC274371,"Ahmedabad, Gujarat, 380001","Jaipur, Rajasthan, 302001",6/24/2024,10:03,0
